identifier_key,official_program_key,identifier_type,identifier_value,identifier_source,source_url,acceptance_status,confidence,accepted_from_candidate_key,accepted_at,evidence_json
official_program_identifier_hup-gme-fellowship-gastroenterology-bcaac1ff0001_06c86e9ae8b27395,hup_gme_fellowship_gastroenterology_bcaac1ff0001,acgme_program_code,1444121021,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1444121021,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-gastroenterology-bcaac1ff0001_79f8b31211900463,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""2259"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/gastroenterology-fellowship""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Gastroenterology""}"
official_program_identifier_hup-gme-fellowship-geriatric-medicine-af755683b7_f1bf56634198cd63,hup_gme_fellowship_geriatric-medicine_af755683b7ed,acgme_program_code,1514121060,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1514121060,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-geriatric-medicine-af755683b7_58410e63dc726fd0,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""2707"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/geriatrics/education-and-training/fellowship-program""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Geriatric medicine (Internal medicine)""}"
official_program_identifier_hup-gme-fellowship-geriatric-psychiatry-03060138_51e4ed9acd7ac3d4,hup_gme_fellowship_geriatric-psychiatry_03060138c863,acgme_program_code,4074131033,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4074131033,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-geriatric-psychiatry-03060138_f0fc9d6a96694d6e,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""6027"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/psychiatry/formalfellowships.html#geriatric""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Geriatric psychiatry""}"
official_program_identifier_hup-gme-fellowship-gynecologic-oncology-59b3af56_74f111110e5d9d34,hup_gme_fellowship_gynecologic-oncology_59b3af566d85,acgme_program_code,2254122005,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2254122005,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-gynecologic-oncology-59b3af56_72dd5050dbca4fcf,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""31860"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/gynecologic-oncology""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Gynecologic oncology""}"
official_program_identifier_hup-gme-fellowship-hand-surgery-5faaba3977b3-acg_13051e977eda5636,hup_gme_fellowship_hand-surgery_5faaba3977b3,acgme_program_code,2634121004,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2634121004,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-hand-surgery-5faaba3977b3-acg_51d37bcff34f66e6,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""3972"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/orthopaedic-surgery/education-and-training/fellowships/hand-surgery""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Hand surgery (Orthopaedic surgery)""}"
official_program_identifier_hup-gme-fellowship-hematology-and-oncology-714bb_4c40e69dd19b934d,hup_gme_fellowship_hematology-and-oncology_714bbd032771,acgme_program_code,1554121081,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1554121081,accepted,0.89,program_identifier_candidate_hup-gme-fellowship-hematology-and-oncology-714bb_2d1d1613eadbe15f,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""2791"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/education-and-training/hematology-oncology-fellowship""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Hematology and medical oncology""}"
official_program_identifier_hup-gme-fellowship-hematopathology-07d280563504-_609770715a70119f,hup_gme_fellowship_hematopathology_07d280563504,acgme_program_code,3114121069,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3114121069,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-hematopathology-07d280563504-_734a8184be06f03a,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""4521"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://pathology.med.upenn.edu/education/fellowships/programs/clinical-chemistry-fellowship""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Hematopathology""}"
official_program_identifier_hup-gme-fellowship-hospice-and-palliative-medici_03c4cd82be43320d,hup_gme_fellowship_hospice-and-palliative-medicine_3b63fff1c082,acgme_program_code,5404114048,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=5404114048,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-hospice-and-palliative-medici_8876ab552731f11f,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""9952"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/education-and-training/fellowship-program-in-hospice-and-palliative-medicine""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Hospice and palliative medicine (multidisciplinary)""}"
official_program_identifier_hup-gme-fellowship-infectious-disease-0dac4aa18b_5305ec4985e0e4b4,hup_gme_fellowship_infectious-disease_0dac4aa18b6b,acgme_program_code,1464121022,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1464121022,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-infectious-disease-0dac4aa18b_056c2c0bcf38e183,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""2348"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Infectious disease""}"
official_program_identifier_hup-gme-residency-internal-medicine-pediatrics-f_cae13dda3ec25130,hup_gme_residency_internal-medicine-pediatrics_f13d195cb767,acgme_program_code,7004114129,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=7004114129,accepted,0.91,program_identifier_candidate_hup-gme-residency-internal-medicine-pediatrics-f_7cbb9abc6d9cb6f7,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""8431"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/combined-internal-medicine-pediatrics-program""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Internal medicine/Pediatrics""}"
official_program_identifier_hup-gme-fellowship-interventional-cardiology-401_9e3e58ff6b54c98b,hup_gme_fellowship_interventional-cardiology_401bf7cf2852,acgme_program_code,1524112057,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1524112057,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-interventional-cardiology-401_cff396b3b5e8f3e7,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""2271"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-cardiovascular-medicine/education-and-training/fellowship-programs/interventional-fellowship""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Interventional cardiology""}"
official_program_identifier_hup-gme-fellowship-maternal-fetal-medicine-fa13c_de0f50984b4bc708,hup_gme_fellowship_maternal-fetal-medicine_fa13cced70c8,acgme_program_code,2304122004,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2304122004,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-maternal-fetal-medicine-fa13c_d91bb08d7b9568f8,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""32684"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/maternal-fetal-medicine""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Maternal-fetal medicine""}"
official_program_identifier_hup-gme-fellowship-micrographic-surgery-and-derm_4f013c39ddf580af,hup_gme_fellowship_micrographic-surgery-and-dermatologic-oncology_c2b7a901e48d,acgme_program_code,0814121048,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=0814121048,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-micrographic-surgery-and-derm_e8deb28bd8e4a5da,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""10564"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://dermatology.upenn.edu/education/fellowship-training/micrographic-oncology-fellowship/""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Micrographic surgery and dermatologic oncology""}"
official_program_identifier_hup-gme-fellowship-molecular-genetic-pathology-d_3e609fff3036fc52,hup_gme_fellowship_molecular-genetic-pathology_d07dc958c36e,acgme_program_code,1904121001,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1904121001,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-molecular-genetic-pathology-d_52a5124e04385cb4,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""8361"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://pathology.med.upenn.edu/education/fellowships/programs/molecular-genetic-pathology-fellowship""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Molecular genetic pathology (multidisciplinary)""}"
official_program_identifier_hup-gme-fellowship-nephrology-265b65bb97a4-acgme_4d1672318158090b,hup_gme_fellowship_nephrology_265b65bb97a4,acgme_program_code,1484121018,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1484121018,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-nephrology-265b65bb97a4-acgme_888154799a3aad1c,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""1929"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Nephrology""}"
official_program_identifier_hup-gme-fellowship-neurocritical-care-19de282b31_cb7c05727d58bcce,hup_gme_fellowship_neurocritical-care_19de282b318f,acgme_program_code,5504118004,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=5504118004,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-neurocritical-care-19de282b31_d8602055279d482c,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""55085"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://neurofellowships.uphs.upenn.edu/p/neurocritical-care_17.html""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Neurocritical care (multidisciplinary)""}"
official_program_identifier_hup-gme-residency-neurological-surgery-3ea755072_8f201b48d1cd209e,hup_gme_residency_neurological-surgery_3ea755072bf0,acgme_program_code,1604121075,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1604121075,accepted,0.91,program_identifier_candidate_hup-gme-residency-neurological-surgery-3ea755072_6ff94c83ebab59b1,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""3055"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/neurosurgery/education-and-training/residency""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Neurological surgery""}"
official_program_identifier_hup-gme-residency-neurology-7c1f5f7cae7a-acgme-p_f702440f473a2d2f,hup_gme_residency_neurology_7c1f5f7cae7a,acgme_program_code,1804121102,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1804121102,accepted,0.91,program_identifier_candidate_hup-gme-residency-neurology-7c1f5f7cae7a-acgme-1_1c1201230bbfd42a,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""3433"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://neuroresidency.uphs.upenn.edu/""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Neurology""}"
official_program_identifier_hup-gme-fellowship-neuromuscular-medicine-c7eb4b_c6abb7e2b74cac4f,hup_gme_fellowship_neuromuscular-medicine_c7eb4bea296a,acgme_program_code,1834118010,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1834118010,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-neuromuscular-medicine-c7eb4b_49937004f0911b5b,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""25948"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://neurofellowships.uphs.upenn.edu/p/neuromuscular.html""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Neuromuscular medicine (Neurology)""}"
official_program_identifier_hup-gme-fellowship-neuropathology-91745daad371-a_0066872229ab07a0,hup_gme_fellowship_neuropathology_91745daad371,acgme_program_code,3154121041,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3154121041,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-neuropathology-91745daad371-a_158a8a7d2ecf7ea0,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""4717"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://pathology.med.upenn.edu/education/fellowships/programs/neuropathology-fellowship""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Neuropathology""}"
official_program_identifier_hup-gme-fellowship-neuroradiology-a03354b18d0c-a_a84686923460d24c,hup_gme_fellowship_neuroradiology_a03354b18d0c,acgme_program_code,4234121037,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4234121037,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-neuroradiology-a03354b18d0c-a_6b06da37f0de2fe6,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""6592"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/fellowships/fellowship-programs/accredited-fellowships/neuroradiology-fellowship""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Neuroradiology""}"
official_program_identifier_hup-gme-fellowship-neurotology-f89fea3ba5fc-acgm_1832dfe64426a92b,hup_gme_fellowship_neurotology_f89fea3ba5fc,acgme_program_code,2864128018,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2864128018,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-neurotology-f89fea3ba5fc-acgm_c1d271d548c35861,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""27698"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://oto.med.upenn.edu/fellowship-programs/neurotology/""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Neurotology""}"
official_program_identifier_hup-gme-fellowship-nuclear-radiology-3a32f8a1774_7108858409f278b8,hup_gme_fellowship_nuclear-radiology_3a32f8a1774f,acgme_program_code,4254121043,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4254121043,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-nuclear-radiology-3a32f8a1774_e7d8e1b70d9d7103,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""6881"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/fellowships/fellowship-programs/accredited-fellowships/nuclear-radiology-fellowship""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Nuclear radiology""}"
