packet_key,observation_key,execution_key,program_key,program_name,fetch_url,final_url,http_status,candidate_route_signal,source_recommended_next_packet,approval_request_lane,packet_status,approval_scope_requested,prohibited_after_approval,required_next_artifact_if_approved,required_next_artifact_if_denied,content_sha256,visible_text_sha256,route_signal_json,mutation_policy,generated_at
vanderbilt_targeted_route_parser_scope_39166ce6f7308760a365,vanderbilt_targeted_route_observation_475e01ffc47bf16d4ebe,vanderbilt_targeted_parser_scope_execution_edfcb9a846541bc0f2e7,vanderbilt_program_fellowship-pediatric-infectious-diseases-https-pediatrics-vu_29d33965c0cb,Pediatric Infectious Diseases,https://pediatrics.vumc.org/person/infectious-diseases-fellowship/fellows,https://pediatrics.vumc.org/person/infectious-diseases-fellowship/fellows,200,official_route_current_roster_signal_needs_parser_scope_packet,linked_route_parser_acceptance_or_scope_disposition_packet,exact_parser_build_review,parser_build_candidate_needs_exact_gbrain_approval,"Approve exact parser-build review for this official current-roster route. Approval would allow source-specific parser tests and candidate-only extraction evidence, but not person ingestion or denominator closure.",person_ingestion; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; profile_contact_research_fact_acceptance; unique_person_identity_collapse,source_specific_parser_build_packet,scope_disposition_or_source_discovery_recourse_packet,fdc83c9a4ea028f5396df0fff523a33529459a3cf89747e511537cbe9da325bd,19ef176169765eeaf1768db75b111149d13c0dca0307e3de90e90e1a4ab7b86f,"{""current_term_count"":17,""fellow_term_count"":14,""fetch_status"":""fetched"",""heading_current_signal"":""true"",""heading_signal_count"":3,""person_anchor_count"":16,""resident_term_count"":5,""roster_anchor_count"":4,""same_domain_final_url"":""true"",""source_route_observation_rowset_sha256"":""f547a298bf0efdaba630aa9d184ecd85979d0356039bbbd92d3c2fd026745258"",""title_current_signal"":""true""}","Non-mutating Vanderbilt route parser/scope approval-request packet. It asks whether route observations may advance into exact parser-build review, linked-scope disposition, or recourse handling. It authorizes no parser acceptance unless the exact approval line is returned, and it never authorizes person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile/contact/research-fact acceptance, or unique-person identity collapse.",2026-06-09T04:51:06.681667+00:00
vanderbilt_targeted_route_parser_scope_131587ee21c972916edc,vanderbilt_targeted_route_observation_1edd88887c0868de7ee9,vanderbilt_targeted_parser_scope_execution_f9eb111d76c101977af7,vanderbilt_program_fellowship-pediatric-rheumatology-https-pediatrics-vumc-org-_fe613525342f,Pediatric Rheumatology,https://pediatrics.vumc.org/person/current-rheumatology-fellows,https://pediatrics.vumc.org/person/rheumatology-fellowship/fellows,200,official_route_current_roster_signal_needs_parser_scope_packet,linked_route_parser_acceptance_or_scope_disposition_packet,exact_parser_build_review,parser_build_candidate_needs_exact_gbrain_approval,"Approve exact parser-build review for this official current-roster route. Approval would allow source-specific parser tests and candidate-only extraction evidence, but not person ingestion or denominator closure.",person_ingestion; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; profile_contact_research_fact_acceptance; unique_person_identity_collapse,source_specific_parser_build_packet,scope_disposition_or_source_discovery_recourse_packet,52f1b1fc3e885b14477d5f390b56a5ad61fe6a32d64b6da99490f3db3a76f835,97ead48c62485bf6056f67dd93ccd0ad2dcadb7ccc94b145e67480d920155ab3,"{""current_term_count"":8,""fellow_term_count"":8,""fetch_status"":""fetched"",""heading_current_signal"":""true"",""heading_signal_count"":1,""person_anchor_count"":12,""resident_term_count"":2,""roster_anchor_count"":2,""same_domain_final_url"":""true"",""source_route_observation_rowset_sha256"":""f547a298bf0efdaba630aa9d184ecd85979d0356039bbbd92d3c2fd026745258"",""title_current_signal"":""true""}","Non-mutating Vanderbilt route parser/scope approval-request packet. It asks whether route observations may advance into exact parser-build review, linked-scope disposition, or recourse handling. It authorizes no parser acceptance unless the exact approval line is returned, and it never authorizes person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile/contact/research-fact acceptance, or unique-person identity collapse.",2026-06-09T04:51:06.681667+00:00
vanderbilt_targeted_route_parser_scope_7a6f35f3ec3794b5f22a,vanderbilt_targeted_route_observation_f523e59959156c41d01c,vanderbilt_targeted_parser_scope_execution_948363c0ca1eef0d9434,vanderbilt_program_residency-pediatrics-https-pediatrics-vumc-org-residency_de4d3d621d7e,Pediatrics,https://pediatrics.vumc.org/person/pgy-1,https://pediatrics.vumc.org/person/pgy-1,200,official_route_current_roster_signal_needs_parser_scope_packet,linked_route_parser_acceptance_or_scope_disposition_packet,exact_parser_build_review,parser_build_candidate_needs_exact_gbrain_approval,"Approve exact parser-build review for this official current-roster route. Approval would allow source-specific parser tests and candidate-only extraction evidence, but not person ingestion or denominator closure.",person_ingestion; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; profile_contact_research_fact_acceptance; unique_person_identity_collapse,source_specific_parser_build_packet,scope_disposition_or_source_discovery_recourse_packet,468f9abea7076cf3b7c883beb14c867c2333e3cadb4572cbc723b1904e1767fb,ba21b19989b4f3037f3fb16bd2c4eed613a72bbd2fc5a03f20ce2f812c183102,"{""current_term_count"":9,""fellow_term_count"":0,""fetch_status"":""fetched"",""heading_current_signal"":""true"",""heading_signal_count"":1,""person_anchor_count"":69,""resident_term_count"":11,""roster_anchor_count"":8,""same_domain_final_url"":""true"",""source_route_observation_rowset_sha256"":""f547a298bf0efdaba630aa9d184ecd85979d0356039bbbd92d3c2fd026745258"",""title_current_signal"":""true""}","Non-mutating Vanderbilt route parser/scope approval-request packet. It asks whether route observations may advance into exact parser-build review, linked-scope disposition, or recourse handling. It authorizes no parser acceptance unless the exact approval line is returned, and it never authorizes person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile/contact/research-fact acceptance, or unique-person identity collapse.",2026-06-09T04:51:06.681667+00:00
vanderbilt_targeted_route_parser_scope_f08d835c3deee2e47708,vanderbilt_targeted_route_observation_ff0d681406b4095b95b8,vanderbilt_targeted_parser_scope_execution_ae4d9175e20b9eed68dc,vanderbilt_program_residency-psychiatry-https-www-vumc-org-psychiatry-vanderbil_9e890001297c,Psychiatry,https://www.vumc.org/psychiatry/post-graduate-year-1-pgy1,https://www.vumc.org/psychiatry/post-graduate-year-1-pgy1,200,official_route_current_roster_signal_needs_parser_scope_packet,linked_route_parser_acceptance_or_scope_disposition_packet,exact_parser_build_review,parser_build_candidate_needs_exact_gbrain_approval,"Approve exact parser-build review for this official current-roster route. Approval would allow source-specific parser tests and candidate-only extraction evidence, but not person ingestion or denominator closure.",person_ingestion; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; profile_contact_research_fact_acceptance; unique_person_identity_collapse,source_specific_parser_build_packet,scope_disposition_or_source_discovery_recourse_packet,25e3158f5c33a852b441defea4fe312ce0c2baccf1dee9a25c5cd83d7c20f1ed,59c09f868c2b92cd65c32d55cdfecdea38500217c0a6918bee28b538934405a4,"{""current_term_count"":26,""fellow_term_count"":2,""fetch_status"":""fetched"",""heading_current_signal"":""true"",""heading_signal_count"":1,""person_anchor_count"":17,""resident_term_count"":26,""roster_anchor_count"":19,""same_domain_final_url"":""true"",""source_route_observation_rowset_sha256"":""f547a298bf0efdaba630aa9d184ecd85979d0356039bbbd92d3c2fd026745258"",""title_current_signal"":""true""}","Non-mutating Vanderbilt route parser/scope approval-request packet. It asks whether route observations may advance into exact parser-build review, linked-scope disposition, or recourse handling. It authorizes no parser acceptance unless the exact approval line is returned, and it never authorizes person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile/contact/research-fact acceptance, or unique-person identity collapse.",2026-06-09T04:51:06.681667+00:00
vanderbilt_targeted_route_parser_scope_10c5d7600d1ff7d730a2,vanderbilt_targeted_route_observation_1cb93dc5e3124a750ca3,vanderbilt_targeted_parser_scope_execution_9ea01fdfc13b420a62ae,vanderbilt_program_fellowship-rheumatology-https-pediatrics-vumc-org-rheumatolo_8487e7467659,Rheumatology,https://pediatrics.vumc.org/person/current-rheumatology-fellows,https://pediatrics.vumc.org/person/rheumatology-fellowship/fellows,200,official_route_current_roster_signal_needs_parser_scope_packet,linked_route_parser_acceptance_or_scope_disposition_packet,exact_parser_build_review,parser_build_candidate_needs_exact_gbrain_approval,"Approve exact parser-build review for this official current-roster route. Approval would allow source-specific parser tests and candidate-only extraction evidence, but not person ingestion or denominator closure.",person_ingestion; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; profile_contact_research_fact_acceptance; unique_person_identity_collapse,source_specific_parser_build_packet,scope_disposition_or_source_discovery_recourse_packet,52f1b1fc3e885b14477d5f390b56a5ad61fe6a32d64b6da99490f3db3a76f835,97ead48c62485bf6056f67dd93ccd0ad2dcadb7ccc94b145e67480d920155ab3,"{""current_term_count"":8,""fellow_term_count"":8,""fetch_status"":""fetched"",""heading_current_signal"":""true"",""heading_signal_count"":1,""person_anchor_count"":12,""resident_term_count"":2,""roster_anchor_count"":2,""same_domain_final_url"":""true"",""source_route_observation_rowset_sha256"":""f547a298bf0efdaba630aa9d184ecd85979d0356039bbbd92d3c2fd026745258"",""title_current_signal"":""true""}","Non-mutating Vanderbilt route parser/scope approval-request packet. It asks whether route observations may advance into exact parser-build review, linked-scope disposition, or recourse handling. It authorizes no parser acceptance unless the exact approval line is returned, and it never authorizes person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile/contact/research-fact acceptance, or unique-person identity collapse.",2026-06-09T04:51:06.681667+00:00
vanderbilt_targeted_route_parser_scope_887d39ffcbcb23c623d7,vanderbilt_targeted_route_observation_ab4278097e44bfb314a6,vanderbilt_targeted_parser_scope_execution_ea6ce2ac64cd2acf39cc,vanderbilt_program_fellowship-transplant-hepatology-https-medicine-vumc-org-tra_d36cd8651f0d,Transplant Hepatology,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,200,official_route_current_roster_signal_needs_parser_scope_packet,linked_route_parser_acceptance_or_scope_disposition_packet,exact_parser_build_review,parser_build_candidate_needs_exact_gbrain_approval,"Approve exact parser-build review for this official current-roster route. Approval would allow source-specific parser tests and candidate-only extraction evidence, but not person ingestion or denominator closure.",person_ingestion; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; profile_contact_research_fact_acceptance; unique_person_identity_collapse,source_specific_parser_build_packet,scope_disposition_or_source_discovery_recourse_packet,1e8527a6a157980545a87bd37d46a3a3bfde2e7e48692a86ce6a21e81851f211,fc0bf7344da33787b04da3376eba74df8d29afd4ee081755627ad1d3431f536d,"{""current_term_count"":26,""fellow_term_count"":24,""fetch_status"":""fetched"",""heading_current_signal"":""true"",""heading_signal_count"":8,""person_anchor_count"":0,""resident_term_count"":6,""roster_anchor_count"":2,""same_domain_final_url"":""true"",""source_route_observation_rowset_sha256"":""f547a298bf0efdaba630aa9d184ecd85979d0356039bbbd92d3c2fd026745258"",""title_current_signal"":""false""}","Non-mutating Vanderbilt route parser/scope approval-request packet. It asks whether route observations may advance into exact parser-build review, linked-scope disposition, or recourse handling. It authorizes no parser acceptance unless the exact approval line is returned, and it never authorizes person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile/contact/research-fact acceptance, or unique-person identity collapse.",2026-06-09T04:51:06.681667+00:00
vanderbilt_targeted_route_parser_scope_ff61a15e1753c11639f8,vanderbilt_targeted_route_observation_61e8948c2c90ac7f5de0,vanderbilt_targeted_parser_scope_execution_b3826ca2fdb8fe969b41,vanderbilt_program_fellowship-advanced-endoscopy-https-medicine-vumc-org-advanc_20ef397616c3,Advanced Endoscopy,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,200,official_route_current_roster_signal_needs_parser_scope_packet,linked_route_scope_review_or_recourse_packet,linked_route_scope_disposition_review,scope_disposition_candidate_needs_exact_gbrain_approval,"Approve linked-route scope disposition for shared or ambiguous official roster evidence. Approval would allow classifying this route as same-program parser candidate, shared-source context, or recourse.",person_ingestion; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; profile_contact_research_fact_acceptance; unique_person_identity_collapse,linked_route_scope_disposition_packet,retain_as_context_or_source_discovery_evidence,1e8527a6a157980545a87bd37d46a3a3bfde2e7e48692a86ce6a21e81851f211,fc0bf7344da33787b04da3376eba74df8d29afd4ee081755627ad1d3431f536d,"{""current_term_count"":26,""fellow_term_count"":24,""fetch_status"":""fetched"",""heading_current_signal"":""true"",""heading_signal_count"":8,""person_anchor_count"":0,""resident_term_count"":6,""roster_anchor_count"":2,""same_domain_final_url"":""true"",""source_route_observation_rowset_sha256"":""f547a298bf0efdaba630aa9d184ecd85979d0356039bbbd92d3c2fd026745258"",""title_current_signal"":""false""}","Non-mutating Vanderbilt route parser/scope approval-request packet. It asks whether route observations may advance into exact parser-build review, linked-scope disposition, or recourse handling. It authorizes no parser acceptance unless the exact approval line is returned, and it never authorizes person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile/contact/research-fact acceptance, or unique-person identity collapse.",2026-06-09T04:51:06.681667+00:00
vanderbilt_targeted_route_parser_scope_44799abe8ea7ff20a65d,vanderbilt_targeted_route_observation_f16c30ca65184cc6f7f8,vanderbilt_targeted_parser_scope_execution_2c8d3770f830864bef71,vanderbilt_program_fellowship-advanced-inflammatory-bowel-disease-https-medicin_4a3960c8c48c,Advanced Inflammatory Bowel Disease,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,200,official_route_current_roster_signal_needs_parser_scope_packet,linked_route_scope_review_or_recourse_packet,linked_route_scope_disposition_review,scope_disposition_candidate_needs_exact_gbrain_approval,"Approve linked-route scope disposition for shared or ambiguous official roster evidence. Approval would allow classifying this route as same-program parser candidate, shared-source context, or recourse.",person_ingestion; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; profile_contact_research_fact_acceptance; unique_person_identity_collapse,linked_route_scope_disposition_packet,retain_as_context_or_source_discovery_evidence,1e8527a6a157980545a87bd37d46a3a3bfde2e7e48692a86ce6a21e81851f211,fc0bf7344da33787b04da3376eba74df8d29afd4ee081755627ad1d3431f536d,"{""current_term_count"":26,""fellow_term_count"":24,""fetch_status"":""fetched"",""heading_current_signal"":""true"",""heading_signal_count"":8,""person_anchor_count"":0,""resident_term_count"":6,""roster_anchor_count"":2,""same_domain_final_url"":""true"",""source_route_observation_rowset_sha256"":""f547a298bf0efdaba630aa9d184ecd85979d0356039bbbd92d3c2fd026745258"",""title_current_signal"":""false""}","Non-mutating Vanderbilt route parser/scope approval-request packet. It asks whether route observations may advance into exact parser-build review, linked-scope disposition, or recourse handling. It authorizes no parser acceptance unless the exact approval line is returned, and it never authorizes person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile/contact/research-fact acceptance, or unique-person identity collapse.",2026-06-09T04:51:06.681667+00:00
vanderbilt_targeted_route_parser_scope_0f1992fc3a1485689cce,vanderbilt_targeted_route_observation_ff40c7afcbbfc6bb6d5d,vanderbilt_targeted_parser_scope_execution_6b5cd74e31d56337cdd0,vanderbilt_program_residency-orthopaedic-surgery-https-www-vumc-org-ortho-resid_070825d0060d,Orthopaedic Surgery,https://www.vumc.org/ortho/node/193,https://www.vumc.org/ortho/node/193,200,official_route_current_roster_signal_needs_parser_scope_packet,linked_route_scope_review_or_recourse_packet,linked_route_scope_disposition_review,scope_disposition_candidate_needs_exact_gbrain_approval,"Approve linked-route scope disposition for shared or ambiguous official roster evidence. Approval would allow classifying this route as same-program parser candidate, shared-source context, or recourse.",person_ingestion; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; profile_contact_research_fact_acceptance; unique_person_identity_collapse,linked_route_scope_disposition_packet,retain_as_context_or_source_discovery_evidence,8e9feb84b562e5e1092f3e4efcded50d633c6fa4f250847d6bd43925b06de55e,17419ec92e52a4a55a689aa5a417e5d632d820a14877ea75d8e996d0f2728e27,"{""current_term_count"":15,""fellow_term_count"":2,""fetch_status"":""fetched"",""heading_current_signal"":""true"",""heading_signal_count"":2,""person_anchor_count"":16,""resident_term_count"":20,""roster_anchor_count"":6,""same_domain_final_url"":""true"",""source_route_observation_rowset_sha256"":""f547a298bf0efdaba630aa9d184ecd85979d0356039bbbd92d3c2fd026745258"",""title_current_signal"":""true""}","Non-mutating Vanderbilt route parser/scope approval-request packet. It asks whether route observations may advance into exact parser-build review, linked-scope disposition, or recourse handling. It authorizes no parser acceptance unless the exact approval line is returned, and it never authorizes person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile/contact/research-fact acceptance, or unique-person identity collapse.",2026-06-09T04:51:06.681667+00:00
vanderbilt_targeted_route_parser_scope_83d54451d926c42a794d,vanderbilt_targeted_route_observation_b3df2ac84dc5fc538770,vanderbilt_targeted_parser_scope_execution_ae1c20826063f4fe4da4,vanderbilt_program_residency-general-surgery-https-www-vumc-org-generalsurgeryr_36cdd333340f,General Surgery,https://www.vumc.org/generalsurgeryresidency/current-residents,https://www.vumc.org/generalsurgeryresidency/current-residents,200,official_route_current_roster_signal_needs_parser_scope_packet,general_surgery_rendered_review_disposition_packet,rendered_general_surgery_parser_scope_review,general_surgery_parser_scope_candidate_needs_exact_gbrain_approval,Approve rendered parser/scope review for the official General Surgery current-residents route. Approval would allow parser-test design or recourse disposition only.,person_ingestion; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; profile_contact_research_fact_acceptance; unique_person_identity_collapse,general_surgery_rendered_parser_scope_packet,general_surgery_recourse_or_unresolved_gap_packet,756ae4b5a46a46ede155495eb784a276609a514badced0928fff4d79578755b6,13b4a3f82ad1affe8a931768b67bfc4c587e53f31f9e440a5241a5d857eee0f8,"{""current_term_count"":21,""fellow_term_count"":4,""fetch_status"":""fetched"",""heading_current_signal"":""true"",""heading_signal_count"":2,""person_anchor_count"":4,""resident_term_count"":21,""roster_anchor_count"":16,""same_domain_final_url"":""true"",""source_route_observation_rowset_sha256"":""f547a298bf0efdaba630aa9d184ecd85979d0356039bbbd92d3c2fd026745258"",""title_current_signal"":""true""}","Non-mutating Vanderbilt route parser/scope approval-request packet. It asks whether route observations may advance into exact parser-build review, linked-scope disposition, or recourse handling. It authorizes no parser acceptance unless the exact approval line is returned, and it never authorizes person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile/contact/research-fact acceptance, or unique-person identity collapse.",2026-06-09T04:51:06.681667+00:00
vanderbilt_targeted_route_parser_scope_517c4a9062ffa7b72ff5,vanderbilt_targeted_route_observation_3281b5edb5dc4c804cf8,vanderbilt_targeted_parser_scope_execution_1263fe92fafb895463d2,vanderbilt_program_residency-orthopaedic-surgery-https-www-vumc-org-ortho-resid_070825d0060d,Orthopaedic Surgery,https://www.vumc.org/ortho/2022-residency-match,https://www.vumc.org/ortho/2022-residency-match,404,http_error_needs_retry_or_recourse,linked_route_scope_review_or_recourse_packet,route_recourse_review,recourse_row_not_parser_eligible,"Approve recourse handling only: retry route, prefer stronger official source, or carry as unresolved route failure. No parser acceptance.",person_ingestion; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; profile_contact_research_fact_acceptance; unique_person_identity_collapse,route_retry_or_recourse_disposition_packet,retain_in_active_gap_manifest_with_http_error_evidence,c62fb4641db7ef61acdb65346cb477329f938619067e0028f3b9f6855ec6dce2,93ae3274bfdfceca4e002ae0223df581c75ecc635c877e76e35469403fcda531,"{""current_term_count"":2,""fellow_term_count"":2,""fetch_status"":""fetched"",""heading_current_signal"":""false"",""heading_signal_count"":0,""person_anchor_count"":16,""resident_term_count"":9,""roster_anchor_count"":3,""same_domain_final_url"":""true"",""source_route_observation_rowset_sha256"":""f547a298bf0efdaba630aa9d184ecd85979d0356039bbbd92d3c2fd026745258"",""title_current_signal"":""false""}","Non-mutating Vanderbilt route parser/scope approval-request packet. It asks whether route observations may advance into exact parser-build review, linked-scope disposition, or recourse handling. It authorizes no parser acceptance unless the exact approval line is returned, and it never authorizes person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile/contact/research-fact acceptance, or unique-person identity collapse.",2026-06-09T04:51:06.681667+00:00
